Project,Core Area,Repository,URL-Link,Accountable Engineering Manager,Exit Plan,Exit Date,Exit Plan State,Post 3/31 Exit Justification,ID
"CSS Custom Apps","Enterprise Engineering","WebApp - CluePlus","https://dev.azure.com/geico/CSS%20Custom%20Apps/_git/WebApp%20-%20CluePlus","Dees, Nathan","Plan to refactor into .NET Open Source","3/29/2024","Not Started",,"1843"
"CSS Custom Apps","Enterprise Engineering","WebApp - CSS ARR (Application Request Routing)","https://dev.azure.com/geico/CSS%20Custom%20Apps/_git/WebApp%20-%20CSS%20ARR%20%28Application%20Request%20Routing%29","Dees, Nathan","Immediately Archive","2/15/2024","Not Started",,"1844"
"CSS Custom Apps","Enterprise Engineering","WebApp - DB Service","https://dev.azure.com/geico/CSS%20Custom%20Apps/_git/WebApp%20-%20DB%20Service","Dees, Nathan","Immediately Archive","3/1/2024","Completed",,"1845"
"CSS Custom Apps","Enterprise Engineering","WebApp - DUIS (DirectNet User Information Service)","https://dev.azure.com/geico/CSS%20Custom%20Apps/_git/WebApp%20-%20DUIS%20%28DirectNet%20User%20Information%20Service%29","Dees, Nathan","Plan to refactor into .NET Open Source","3/29/2024","Not Started",,"1846"
"CSS Custom Apps","Enterprise Engineering","WebApp - eGreetings","https://dev.azure.com/geico/CSS%20Custom%20Apps/_git/WebApp%20-%20eGreetings","Dees, Nathan","Immediately Archive","3/1/2024","Completed",,"1847"
"CSS Custom Apps","Enterprise Engineering","WebApp - ICBS (Insurance Counselor Bonus System)","https://dev.azure.com/geico/CSS%20Custom%20Apps/_git/WebApp%20-%20ICBS%20%28Insurance%20Counselor%20Bonus%20System%29","Dees, Nathan","Immediately Archive","2/14/2024","Not Started",,"1848"
"CSS Custom Apps","Enterprise Engineering","WebApp - ICBS (Insurance Counselor Bonus System) 2","https://dev.azure.com/geico/CSS%20Custom%20Apps/_git/WebApp%20-%20ICBS%20%28Insurance%20Counselor%20Bonus%20System%29%202","Dees, Nathan","Plan to refactor into .NET Open Source","3/29/2024","Not Started",,"1849"
"CSS Custom Apps","Enterprise Engineering","WebApp - ICT (Internet Counselor Test)","https://dev.azure.com/geico/CSS%20Custom%20Apps/_git/WebApp%20-%20ICT%20%28Internet%20Counselor%20Test%29","Dees, Nathan","Immediately Archive","3/1/2024","Completed",,"1850"
"CSS Custom Apps","Enterprise Engineering","WebApp - MTS (Multitasking Simulation)","https://dev.azure.com/geico/CSS%20Custom%20Apps/_git/WebApp%20-%20MTS%20%28Multitasking%20Simulation%29","Dees, Nathan","Plan to refactor into .NET Open Source","3/29/2024","Not Started",,"1851"
"CSS Custom Apps","Enterprise Engineering","WebApp - Policy Restore","https://dev.azure.com/geico/CSS%20Custom%20Apps/_git/WebApp%20-%20Policy%20Restore","Dees, Nathan","Immediately Archive","3/1/2024","Completed",,"1852"
"CSS Custom Apps","Enterprise Engineering","WebApp - Relocation Tracker UI1","https://dev.azure.com/geico/CSS%20Custom%20Apps/_git/WebApp%20-%20Relocation%20Tracker%20UI1","Dees, Nathan","Immediately Archive","3/1/2024","Completed",,"1853"
"CSS Custom Apps","Enterprise Engineering","WebApp - SOB (Source of Business)","https://dev.azure.com/geico/CSS%20Custom%20Apps/_git/WebApp%20-%20SOB%20%28Source%20of%20Business%29","Dees, Nathan","Plan to refactor into .NET Open Source","3/29/2024","Not Started",,"1854"
"CSS Custom Apps","Enterprise Engineering","WebApp - Workday Change Control (WCC)","https://dev.azure.com/geico/CSS%20Custom%20Apps/_git/WebApp%20-%20Workday%20Change%20Control%20%28WCC%29","Dees, Nathan","Plan to refactor into .NET Open Source","3/29/2024","Not Started",,"1855"
"CSS Custom Apps","Enterprise Engineering","WebApp - Workday Schedules","https://dev.azure.com/geico/CSS%20Custom%20Apps/_git/WebApp%20-%20Workday%20Schedules","Dees, Nathan","Plan to refactor into .NET Open Source","3/29/2024","Not Started",,"1856"
"CSS Custom Apps","Enterprise Engineering","WebApp - Workday Web API","https://dev.azure.com/geico/CSS%20Custom%20Apps/_git/WebApp%20-%20Workday%20Web%20API","Dees, Nathan","Plan to refactor into .NET Open Source","3/29/2024","Not Started",,"1857"
"ALM Tools Team","Developer Engineering","WebApplication1","https://dev.azure.com/geico/ALM%20Tools%20Team/_git/WebApplication1","Noreen, Brad","Immediately Archive","1/22/2024","Completed",,"1858"
"Actuary","Enterprise Engineering","WebApp-Sales_CAStat","https://dev.azure.com/geico/Actuary/_git/WebApp-Sales_CAStat","Shahin, Nasrin","Plan to refactor into .NET Open Source","6/30/2024","Not Started",,"1859"
"ETSArchitecture","Developer Engineering","WebScrapper","https://dev.azure.com/geico/ETSArchitecture/_git/WebScrapper","Desharaju, Krishna","Immediately Archive","1/31/2024","Completed",,"1860"
"ETSArchitecture","Developer Engineering","WebScrapperLatest","https://dev.azure.com/geico/ETSArchitecture/_git/WebScrapperLatest","Desharaju, Krishna","Immediately Archive","1/31/2024","Completed",,"1861"
"ETSArchitecture","Developer Engineering","WebScrappingBlazor","https://dev.azure.com/geico/ETSArchitecture/_git/WebScrappingBlazor","Desharaju, Krishna","Immediately Archive","1/31/2024","Completed",,"1862"
"DSS","Data Engineering","WebSerializer","https://dev.azure.com/geico/DSS/_git/WebSerializer","Milner, Felix","Plan to refactor into .NET Open Source","6/30/2024","Not Started","<div class=""ExternalClass3CAED40E2FE94B6B80A0BF054C18CF03""><div style=""font-family&%2358;Calibri, Arial, Helvetica, sans-serif;font-size&%2358;11pt;color&%2358;rgb(0, 0, 0);"">Given current GDH and PACE priorities data teams will not have the bandwidth to migrate these apps by 3/31.&%23160;</div></div>","1863"
"BoatUS","Digital Engineering","WhatCountsService","https://dev.azure.com/geico/BoatUS/_git/WhatCountsService","Masilela, Mbonisi","Plan to refactor into .NET Open Source","3/31/2024","In Progress",,"1864"
"BoatUS","Digital Engineering","WhatsupMonitors","https://dev.azure.com/geico/BoatUS/_git/WhatsupMonitors","Masilela, Mbonisi","Plan to refactor into .NET Open Source","3/31/2024","Not Started",,"1865"
"ALM Tools Team","Developer Engineering","WiMigrater","https://dev.azure.com/geico/ALM%20Tools%20Team/_git/WiMigrater","Noreen, Brad","Immediately Archive","1/22/2024","Completed",,"1866"
"SEV","Infrastructure","WindowsApps","https://dev.azure.com/geico/SEV/_git/WindowsApps",,,,"Not Started",,"1867"
"DSS","Data Engineering","WindowsServiceTemplate","https://dev.azure.com/geico/DSS/_git/WindowsServiceTemplate","Pfleegor, Eric","Plan to Sunset","6/30/2024","Not Started","<div class=""ExternalClassC3E9991897594738BB1D78181CC24B52""><div style=""font-family&%2358;Calibri, Arial, Helvetica, sans-serif;font-size&%2358;11pt;color&%2358;rgb(0, 0, 0);"">We plan to retire these repositories but need time to review and ensure none of the code is used in any of our other apps. Given other GDH and PACE priorities we will not be able to conduct that review until after the 3/31 date.</div></div>","1868"
"BoatUS","Digital Engineering","WipePCIData","https://dev.azure.com/geico/BoatUS/_git/WipePCIData","Owens, Brian","Plan to Sunset","2/1/2024","Completed",,"1869"
"BoatUS","Digital Engineering","WipePCIData V1","https://dev.azure.com/geico/BoatUS/_git/WipePCIData%20V1","Owens, Brian","Plan to refactor into .NET Open Source","3/31/2024","Not Started",,"1870"
"Modernization Testing","Core Insurance Platforms","WireFrame","https://dev.azure.com/geico/Modernization%20Testing/_git/WireFrame",,,,"Not Started",,"1871"
"BoatUS","Digital Engineering","WMTransfer","https://dev.azure.com/geico/BoatUS/_git/WMTransfer","Owens, Brian","Plan to refactor into .NET Open Source","3/8/2024","Not Started",,"1872"
"DSS","Data Engineering","wonza","https://dev.azure.com/geico/DSS/_git/wonza","Pfleegor, Eric","Plan to refactor into .NET Open Source","6/30/2024","Not Started","<div class=""ExternalClassBD1B651459D54EA9B31E2243C7AC5020""><div style=""font-family&%2358;Calibri, Arial, Helvetica, sans-serif;font-size&%2358;11pt;color&%2358;rgb(0, 0, 0);"">This application is not owned by my team. It was originally developed by Corporate Underwriting by Eric Sedlacek many years ago. Eric moved on to other teams and the resource to support the app was never replaced. My team helped with a few emergency updates but we do not have the bandwidth to take ownership of this tool. I filled in some info but Beth Burnham should be contacted about a migration plan or exception.&%23160;<p><br></p>This app is used to test and validate Underwriting Tables prior to them going to production. It is a desktop tool and the code base is messy. I would expect refactoring this to OSS would take significant effort.</div></div>","1873"
"BoatUS","Digital Engineering","WorkdayApogeeGLTransfer","https://dev.azure.com/geico/BoatUS/_git/WorkdayApogeeGLTransfer","Owens, Brian","Plan to refactor into .NET Open Source","3/8/2024","Not Started",,"1874"
"BoatUS","Digital Engineering","WorkdayApogeeGLTransferAdmin","https://dev.azure.com/geico/BoatUS/_git/WorkdayApogeeGLTransferAdmin","Owens, Brian","Plan to refactor into .NET Open Source","3/8/2024","Not Started",,"1875"
"Corporate Support Systems","Enterprise Engineering","WorkdayOrgMgmt-Data","https://dev.azure.com/geico/Corporate%20Support%20Systems/_git/WorkdayOrgMgmt-Data","Dees, Nathan","Immediately Archive","2/6/2024","Not Started",,"1876"
"Corporate Support Systems","Enterprise Engineering","WorkdayOrgMgmt-UI","https://dev.azure.com/geico/Corporate%20Support%20Systems/_git/WorkdayOrgMgmt-UI","Dees, Nathan","Immediately Archive","2/6/2024","Not Started",,"1877"
"ITFoundation","Core Insurance Platforms","Workflow","https://dev.azure.com/geico/ITFoundation/_git/Workflow","Hoffman, Justin","Plan to refactor into .NET Open Source","6/14/2024","Not Started","<div class=""ExternalClassFF828B6D036144928C84DCA8237BBD0E""><div style=""font-family&%2358;Calibri, Arial, Helvetica, sans-serif;font-size&%2358;11pt;color&%2358;rgb(0, 0, 0);"">resources currently working on PACE-GTR</div></div>","1878"
"DSS","Data Engineering","WPFBindingTraining","https://dev.azure.com/geico/DSS/_git/WPFBindingTraining","Pfleegor, Eric","Plan to Sunset","6/30/2024","Not Started","<div class=""ExternalClassC7C9BBBC4ED44B75A06EE7EC91A15255""><div style=""font-family&%2358;Calibri, Arial, Helvetica, sans-serif;font-size&%2358;11pt;color&%2358;rgb(0, 0, 0);"">We plan to retire these repositories but need time to review and ensure none of the code is used in any of our other apps. Given other GDH and PACE priorities we will not be able to conduct that review until after the 3/31 date.</div></div>","1879"
"ALM Tools Team","Developer Engineering","WpfLaunchDarkPilot","https://dev.azure.com/geico/ALM%20Tools%20Team/_git/WpfLaunchDarkPilot","Noreen, Brad","Immediately Archive","1/22/2024","Completed",,"1880"
"Modernization Testing","Core Insurance Platforms","WsTaas","https://dev.azure.com/geico/Modernization%20Testing/_git/WsTaas",,,,"Not Started",,"1881"
"IBU.Multiline","Core Insurance Platforms","XARCH.ADSClient","https://dev.azure.com/geico/IBU.Multiline/_git/XARCH.ADSClient",,,,"Not Started",,"1882"
"IBU.Multiline","Core Insurance Platforms","XARCH.API.CISAPI","https://dev.azure.com/geico/IBU.Multiline/_git/XARCH.API.CISAPI",,,,"Not Started",,"1883"
"IBU.Multiline","Core Insurance Platforms","XARCH.API.SMPAPI","https://dev.azure.com/geico/IBU.Multiline/_git/XARCH.API.SMPAPI",,,,"Not Started",,"1884"
"IBU.Multiline","Core Insurance Platforms","XARCH.API.SMPAPI.Core","https://dev.azure.com/geico/IBU.Multiline/_git/XARCH.API.SMPAPI.Core",,,,"Not Started",,"1885"
"IBU.Multiline","Core Insurance Platforms","XARCH.AppFactory","https://dev.azure.com/geico/IBU.Multiline/_git/XARCH.AppFactory",,,,"Not Started",,"1886"
"IBU.Multiline","Core Insurance Platforms","XARCH.AzWebApp","https://dev.azure.com/geico/IBU.Multiline/_git/XARCH.AzWebApp",,,,"Not Started",,"1887"
"IBU.Multiline","Core Insurance Platforms","XARCH.DATA.Common","https://dev.azure.com/geico/IBU.Multiline/_git/XARCH.DATA.Common",,,,"Not Started",,"1888"
"IBU.Multiline","Core Insurance Platforms","XARCH.Fnd.ActiveDir","https://dev.azure.com/geico/IBU.Multiline/_git/XARCH.Fnd.ActiveDir",,,,"Not Started",,"1889"
"IBU.Multiline","Core Insurance Platforms","XARCH.Fnd.Configuration","https://dev.azure.com/geico/IBU.Multiline/_git/XARCH.Fnd.Configuration",,,,"Not Started",,"1890"
"IBU.Multiline","Core Insurance Platforms","XARCH.Fnd.LDarkly.Samples","https://dev.azure.com/geico/IBU.Multiline/_git/XARCH.Fnd.LDarkly.Samples",,,,"Not Started",,"1891"
"IBU.Multiline","Core Insurance Platforms","XARCH.LoggingTestApp","https://dev.azure.com/geico/IBU.Multiline/_git/XARCH.LoggingTestApp",,,,"Not Started",,"1892"
"IBU.Multiline","Core Insurance Platforms","XARCH.MLCatalog","https://dev.azure.com/geico/IBU.Multiline/_git/XARCH.MLCatalog",,,,"Not Started",,"1893"
"IBU.Multiline","Core Insurance Platforms","XARCH.PKG.Fnd.Extensions","https://dev.azure.com/geico/IBU.Multiline/_git/XARCH.PKG.Fnd.Extensions",,,,"Not Started",,"1894"
"IBU.Multiline","Core Insurance Platforms","XARCH.PKG.Fnd.FeatureManagement.Abstractions","https://dev.azure.com/geico/IBU.Multiline/_git/XARCH.PKG.Fnd.FeatureManagement.Abstractions",,,,"Not Started",,"1895"
"IBU.Multiline","Core Insurance Platforms","XARCH.PKG.Fnd.FeatureManagement.LaunchDarkly","https://dev.azure.com/geico/IBU.Multiline/_git/XARCH.PKG.Fnd.FeatureManagement.LaunchDarkly",,,,"Not Started",,"1896"
"IBU.Multiline","Core Insurance Platforms","XARCH.PKG.Fnd.FeatureManagement.LaunchDarkly.StructureMap","https://dev.azure.com/geico/IBU.Multiline/_git/XARCH.PKG.Fnd.FeatureManagement.LaunchDarkly.StructureMap",,,,"Not Started",,"1897"
"IBU.Multiline","Core Insurance Platforms","XARCH.PKG.Fnd.Validation","https://dev.azure.com/geico/IBU.Multiline/_git/XARCH.PKG.Fnd.Validation",,,,"Not Started",,"1898"
"IBU.Multiline","Core Insurance Platforms","XARCH.PRACTICE","https://dev.azure.com/geico/IBU.Multiline/_git/XARCH.PRACTICE",,,,"Not Started",,"1899"
"IBU.Multiline","Core Insurance Platforms","XARCH.SolutionScanner","https://dev.azure.com/geico/IBU.Multiline/_git/XARCH.SolutionScanner",,,,"Not Started",,"1900"
"IBU.Multiline","Core Insurance Platforms","XARCH.UI.SMPWUI","https://dev.azure.com/geico/IBU.Multiline/_git/XARCH.UI.SMPWUI",,,,"Not Started",,"1901"
"IBU.Multiline","Core Insurance Platforms","XARCH.UI.SMPWUI.Fork","https://dev.azure.com/geico/IBU.Multiline/_git/XARCH.UI.SMPWUI.Fork",,,,,,"1902"
"IBU.Multiline","Core Insurance Platforms","XARCH.UTIL.PostMan","https://dev.azure.com/geico/IBU.Multiline/_git/XARCH.UTIL.PostMan",,,,"Not Started",,"1903"
"ASD Architecture","Core Insurance Platforms","XmlMessagingFramework","https://dev.azure.com/geico/ASD%20Architecture/_git/XmlMessagingFramework","Sharma, Shweti","Plan to refactor into .NET Open Source",,"Not Started",,"1904"
"DSS","Data Engineering","XmlNamespaceInvariantWriter","https://dev.azure.com/geico/DSS/_git/XmlNamespaceInvariantWriter","Milner, Felix","Plan to refactor into .NET Open Source","6/30/2024","Not Started","<div class=""ExternalClassA43D8462E12A4C01A6D1A776EB7245BA""><div style=""font-family&%2358;Calibri, Arial, Helvetica, sans-serif;font-size&%2358;11pt;color&%2358;rgb(0, 0, 0);"">Given current GDH and PACE priorities data teams will not have the bandwidth to migrate these apps by 3/31.&%23160;</div></div>","1905"
"IBU.Multiline","Core Insurance Platforms","XPRIV.ArchitectureSandBox","https://dev.azure.com/geico/IBU.Multiline/_git/XPRIV.ArchitectureSandBox",,,,"Not Started",,"1906"
"IBU.Multiline","Core Insurance Platforms","XPRIV.CHAWKINS","https://dev.azure.com/geico/IBU.Multiline/_git/XPRIV.CHAWKINS",,,,"Not Started",,"1907"
"IBU.Multiline","Core Insurance Platforms","XPRIV.DLEBLANC","https://dev.azure.com/geico/IBU.Multiline/_git/XPRIV.DLEBLANC",,,,"Not Started",,"1908"
"IBU.Multiline","Core Insurance Platforms","XPRIV.RHARDER","https://dev.azure.com/geico/IBU.Multiline/_git/XPRIV.RHARDER",,,,"Not Started",,"1909"
"IBU.Multiline","Core Insurance Platforms","XPRIV.WBURT","https://dev.azure.com/geico/IBU.Multiline/_git/XPRIV.WBURT",,,,"Not Started",,"1910"
"GEICO AP","Core Insurance Platforms","XPRIV.WBURT","https://dev.azure.com/geico/GEICO%20AP/_git/XPRIV.WBURT",,,,"Not Started",,"1911"
"IBU.Multiline","Core Insurance Platforms","XPRIV.YABEBE","https://dev.azure.com/geico/IBU.Multiline/_git/XPRIV.YABEBE",,,,"Not Started",,"1912"
"Commercial","Digital Engineering","zArchived-CommercialLaunchpad","https://dev.azure.com/geico/Commercial/_git/zArchived-CommercialLaunchpad","Clower, Amy","Immediately Archive","2/7/2024","Not Started",,"1913"
"ASD Conversion","Core Insurance Platforms","ZUmb","https://dev.azure.com/geico/ASD%20Conversion/_git/ZUmb",,,,"Not Started",,"1914"
"Telematics","Digital Engineering","TBS-GENCEP-GNCEDB-SQLQuery","https://dev.azure.com/geico/Telematics/_git/TBS-GENCEP-GNCEDB-SQLQuery","Patterson, Michael","Plan to refactor into .NET Open Source","2/19/2024","In Progress",,"1919"
"Telematics","Digital Engineering","TBS-Telematics.DacPac","https://dev.azure.com/geico/Telematics/_git/TBS-Telematics.DacPac","Patterson, Michael","Plan to refactor into .NET Open Source","3/29/2024","In Progress",,"1920"
